mem_used;cpu_used;disc_used;date
88;68;41;23/09/2021 13:57
88;68;41;23/09/2021 13:57
88;65;41;23/09/2021 13:57
88;66;41;23/09/2021 13:57
88;69;41;23/09/2021 13:57
88;69;41;23/09/2021 13:57
88;51;41;23/09/2021 13:57
88;49;41;23/09/2021 13:57
88;41;41;23/09/2021 13:57
88;41;41;23/09/2021 13:57
88;53;41;23/09/2021 13:57
88;55;41;23/09/2021 13:57
89;68;41;23/09/2021 13:57
89;67;41;23/09/2021 13:57
89;61;41;23/09/2021 13:57
89;64;41;23/09/2021 13:57
89;67;41;23/09/2021 13:57
89;64;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;51;41;23/09/2021 13:57
89;50;41;23/09/2021 13:57
89;54;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;55;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;53;41;23/09/2021 13:57
89;51;41;23/09/2021 13:57
89;36;41;23/09/2021 13:57
89;35;41;23/09/2021 13:57
89;40;41;23/09/2021 13:57
89;42;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;59;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;49;41;23/09/2021 13:57
89;45;41;23/09/2021 13:57
89;39;41;23/09/2021 13:57
89;40;41;23/09/2021 13:57
89;56;41;23/09/2021 13:57
89;58;41;23/09/2021 13:57
89;55;41;23/09/2021 13:57
89;54;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;59;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;57;41;23/09/2021 13:57
89;46;41;23/09/2021 13:57
89;44;41;23/09/2021 13:57
89;51;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;53;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;58;41;23/09/2021 13:58
89;58;41;23/09/2021 13:58
89;55;41;23/09/2021 13:58
89;53;41;23/09/2021 13:58
89;52;41;23/09/2021 13:58
89;54;41;23/09/2021 13:58
89;46;41;23/09/2021 13:58
89;44;41;23/09/2021 13:58
89;44;41;23/09/2021 13:58
89;43;41;23/09/2021 13:58
89;45;41;23/09/2021 13:58
89;48;41;23/09/2021 13:58
90;54;41;23/09/2021 13:58
90;54;41;23/09/2021 13:58
91;75;41;23/09/2021 13:58
91;77;41;23/09/2021 13:58
91;65;41;23/09/2021 13:58
91;65;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;47;41;23/09/2021 13:58
91;46;41;23/09/2021 13:58
91;48;41;23/09/2021 13:58
91;49;41;23/09/2021 13:58
91;64;41;23/09/2021 13:58
91;63;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;61;41;23/09/2021 13:58
91;60;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;52;41;23/09/2021 13:58
91;53;41;23/09/2021 13:58
91;55;41;23/09/2021 13:58
91;56;41;23/09/2021 13:58
91;50;41;23/09/2021 13:58
91;50;41;23/09/2021 13:58
92;68;41;23/09/2021 13:58
92;69;41;23/09/2021 13:58
92;61;41;23/09/2021 13:58
92;58;41;23/09/2021 13:58
92;48;41;23/09/2021 13:58
92;49;41;23/09/2021 13:58
92;59;41;23/09/2021 13:58
92;60;41;23/09/2021 13:58
91;58;41;23/09/2021 13:58
91;56;41;23/09/2021 13:58
91;40;41;23/09/2021 13:58
91;41;41;23/09/2021 13:58
87;67;41;23/09/2021 13:58
87;68;41;23/09/2021 13:58
85;61;41;23/09/2021 13:58
85;59;41;23/09/2021 13:58
85;56;41;23/09/2021 13:59
85;57;41;23/09/2021 13:59
86;53;41;23/09/2021 13:59
86;52;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;49;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;43;41;23/09/2021 13:59
86;47;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;59;41;23/09/2021 13:59
86;53;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;51;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
86;50;41;23/09/2021 13:59
87;52;41;23/09/2021 13:59
87;52;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;48;41;23/09/2021 13:59
86;42;41;23/09/2021 13:59
86;43;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;54;41;23/09/2021 13:59
86;57;41;23/09/2021 13:59
86;58;41;23/09/2021 13:59
86;64;41;23/09/2021 13:59
86;66;41;23/09/2021 13:59
