mem_used,cpu_used,disc_used,date
"78,7,41,""2021-09-23 13:39:25"""
"78,8,41,""2021-09-23 13:39:27"""
"78,9,41,""2021-09-23 13:39:27"""
"78,10,41,""2021-09-23 13:39:29"""
"78,10,41,""2021-09-23 13:39:29"""
"78,8,41,""2021-09-23 13:39:31"""
"78,8,41,""2021-09-23 13:39:31"""
"78,7,41,""2021-09-23 13:39:33"""
"78,7,41,""2021-09-23 13:39:33"""
"78,8,41,""2021-09-23 13:39:35"""
"78,8,41,""2021-09-23 13:39:35"""
"78,10,41,""2021-09-23 13:39:37"""
"78,10,41,""2021-09-23 13:39:37"""
"78,7,41,""2021-09-23 13:39:39"""
"78,7,41,""2021-09-23 13:39:39"""
"78,7,41,""2021-09-23 13:39:41"""
"78,7,41,""2021-09-23 13:39:41"""
"79,11,41,""2021-09-23 13:39:43"""
"79,11,41,""2021-09-23 13:39:43"""
"79,9,41,""2021-09-23 13:39:46"""
"79,9,41,""2021-09-23 13:39:46"""
"79,8,41,""2021-09-23 13:39:48"""
"79,8,41,""2021-09-23 13:39:48"""
"79,6,41,""2021-09-23 13:39:50"""
"79,6,41,""2021-09-23 13:39:50"""
"79,10,41,""2021-09-23 13:39:52"""
"79,10,41,""2021-09-23 13:39:52"""
"79,9,41,""2021-09-23 13:39:54"""
"79,8,41,""2021-09-23 13:39:54"""
"79,6,41,""2021-09-23 13:39:56"""
"79,6,41,""2021-09-23 13:39:56"""
"79,6,41,""2021-09-23 13:39:58"""
"79,6,41,""2021-09-23 13:39:58"""
"79,11,41,""2021-09-23 13:40:00"""
"79,11,41,""2021-09-23 13:40:00"""
"79,12,41,""2021-09-23 13:40:02"""
"79,12,41,""2021-09-23 13:40:02"""
"79,8,41,""2021-09-23 13:40:04"""
"79,8,41,""2021-09-23 13:40:04"""
"79,9,41,""2021-09-23 13:40:07"""
"79,9,41,""2021-09-23 13:40:07"""
"79,6,41,""2021-09-23 13:40:09"""
"79,6,41,""2021-09-23 13:40:09"""
"79,6,41,""2021-09-23 13:40:11"""
"79,6,41,""2021-09-23 13:40:11"""
"79,6,41,""2021-09-23 13:40:13"""
"79,6,41,""2021-09-23 13:40:13"""
"79,5,41,""2021-09-23 13:40:15"""
"79,5,41,""2021-09-23 13:40:15"""
"79,9,41,""2021-09-23 13:40:17"""
"79,9,41,""2021-09-23 13:40:17"""
"79,8,41,""2021-09-23 13:40:19"""
"79,8,41,""2021-09-23 13:40:19"""
"80,7,41,""2021-09-23 13:40:21"""
"80,7,41,""2021-09-23 13:40:21"""
"79,7,41,""2021-09-23 13:40:23"""
"79,7,41,""2021-09-23 13:40:23"""
"79,6,41,""2021-09-23 13:40:26"""
"79,6,41,""2021-09-23 13:40:26"""
"79,6,41,""2021-09-23 13:40:28"""
"79,7,41,""2021-09-23 13:40:28"""
"79,8,41,""2021-09-23 13:40:30"""
"79,8,41,""2021-09-23 13:40:30"""
"79,10,41,""2021-09-23 13:40:32"""
"79,10,41,""2021-09-23 13:40:32"""
"79,10,41,""2021-09-23 13:40:34"""
"79,10,41,""2021-09-23 13:40:34"""
"80,17,41,""2021-09-23 13:40:36"""
"80,17,41,""2021-09-23 13:40:36"""
"80,11,41,""2021-09-23 13:40:38"""
"80,12,41,""2021-09-23 13:40:38"""
"79,8,41,""2021-09-23 13:40:40"""
"79,9,41,""2021-09-23 13:40:40"""
"79,7,41,""2021-09-23 13:40:42"""
"79,7,41,""2021-09-23 13:40:42"""
"78,8,41,""2021-09-23 13:40:44"""
"78,8,41,""2021-09-23 13:40:44"""
"78,11,41,""2021-09-23 13:40:47"""
"78,11,41,""2021-09-23 13:40:47"""
"78,8,41,""2021-09-23 13:40:49"""
"78,8,41,""2021-09-23 13:40:49"""
"79,6,41,""2021-09-23 13:40:51"""
"79,6,41,""2021-09-23 13:40:51"""
"79,9,41,""2021-09-23 13:40:53"""
"79,9,41,""2021-09-23 13:40:53"""
"79,7,41,""2021-09-23 13:40:55"""
"79,7,41,""2021-09-23 13:40:55"""
"79,7,41,""2021-09-23 13:40:57"""
"79,8,41,""2021-09-23 13:40:57"""
"79,7,41,""2021-09-23 13:40:59"""
"79,7,41,""2021-09-23 13:40:59"""
"79,8,41,""2021-09-23 13:41:01"""
"79,8,41,""2021-09-23 13:41:01"""
"79,9,41,""2021-09-23 13:41:03"""
"79,9,41,""2021-09-23 13:41:03"""
"79,6,41,""2021-09-23 13:41:06"""
"79,6,41,""2021-09-23 13:41:06"""
"79,8,41,""2021-09-23 13:41:08"""
"79,8,41,""2021-09-23 13:41:08"""
"79,7,41,""2021-09-23 13:41:10"""
"79,7,41,""2021-09-23 13:41:10"""
"79,6,41,""2021-09-23 13:41:12"""
"79,6,41,""2021-09-23 13:41:12"""
"79,12,41,""2021-09-23 13:41:14"""
"79,12,41,""2021-09-23 13:41:14"""
"80,12,41,""2021-09-23 13:41:16"""
"80,12,41,""2021-09-23 13:41:16"""
"80,7,41,""2021-09-23 13:41:18"""
"80,7,41,""2021-09-23 13:41:18"""
"80,8,41,""2021-09-23 13:41:20"""
"80,8,41,""2021-09-23 13:41:20"""
"79,9,41,""2021-09-23 13:41:22"""
"79,9,41,""2021-09-23 13:41:22"""
"79,10,41,""2021-09-23 13:41:24"""
"79,10,41,""2021-09-23 13:41:24"""
"79,8,41,""2021-09-23 13:41:27"""
"79,8,41,""2021-09-23 13:41:27"""
"79,7,41,""2021-09-23 13:41:29"""
"79,7,41,""2021-09-23 13:41:29"""
"79,8,41,""2021-09-23 13:41:31"""
"79,7,41,""2021-09-23 13:41:31"""
"79,6,41,""2021-09-23 13:41:33"""
"79,6,41,""2021-09-23 13:41:33"""
"79,8,41,""2021-09-23 13:41:35"""
"79,8,41,""2021-09-23 13:41:35"""
"79,7,41,""2021-09-23 13:41:37"""
"79,7,41,""2021-09-23 13:41:37"""
"79,6,41,""2021-09-23 13:41:39"""
"79,6,41,""2021-09-23 13:41:39"""
"76,8,41,""2021-09-23 13:41:41"""
"76,8,41,""2021-09-23 13:41:41"""
"74,11,41,""2021-09-23 13:41:43"""
"74,11,41,""2021-09-23 13:41:43"""
"74,8,41,""2021-09-23 13:41:46"""
"74,8,41,""2021-09-23 13:41:46"""
"74,11,41,""2021-09-23 13:41:48"""
"74,11,41,""2021-09-23 13:41:48"""
"74,7,41,""2021-09-23 13:41:50"""
"74,7,41,""2021-09-23 13:41:50"""
"74,10,41,""2021-09-23 13:41:52"""
"74,10,41,""2021-09-23 13:41:52"""
"74,13,41,""2021-09-23 13:41:54"""
"74,13,41,""2021-09-23 13:41:54"""
"74,14,41,""2021-09-23 13:41:56"""
"74,14,41,""2021-09-23 13:41:56"""
"74,7,41,""2021-09-23 13:41:58"""
"74,7,41,""2021-09-23 13:41:58"""
"74,8,41,""2021-09-23 13:42:00"""
"74,8,41,""2021-09-23 13:42:00"""
"74,8,41,""2021-09-23 13:42:02"""
"74,8,41,""2021-09-23 13:42:02"""
"74,9,41,""2021-09-23 13:42:04"""
"74,9,41,""2021-09-23 13:42:04"""
"74,10,41,""2021-09-23 13:42:06"""
"74,10,41,""2021-09-23 13:42:06"""
"74,9,41,""2021-09-23 13:42:09"""
"74,9,41,""2021-09-23 13:42:09"""
"74,8,41,""2021-09-23 13:42:11"""
"74,8,41,""2021-09-23 13:42:11"""
"74,11,41,""2021-09-23 13:42:13"""
"74,11,41,""2021-09-23 13:42:13"""
"74,10,41,""2021-09-23 13:42:15"""
"74,10,41,""2021-09-23 13:42:15"""
"74,12,41,""2021-09-23 13:42:17"""
"74,12,41,""2021-09-23 13:42:17"""
"74,9,41,""2021-09-23 13:42:19"""
"74,9,41,""2021-09-23 13:42:19"""
"74,9,41,""2021-09-23 13:42:21"""
"74,9,41,""2021-09-23 13:42:21"""
"74,8,41,""2021-09-23 13:42:23"""
"74,8,41,""2021-09-23 13:42:23"""
"74,11,41,""2021-09-23 13:42:25"""
"74,11,41,""2021-09-23 13:42:25"""
"74,9,41,""2021-09-23 13:42:28"""
"74,9,41,""2021-09-23 13:42:28"""
"74,7,41,""2021-09-23 13:42:30"""
"74,7,41,""2021-09-23 13:42:30"""
"74,10,41,""2021-09-23 13:42:32"""
"74,10,41,""2021-09-23 13:42:32"""
"74,11,41,""2021-09-23 13:42:34"""
"74,11,41,""2021-09-23 13:42:34"""
"74,11,41,""2021-09-23 13:42:36"""
"74,11,41,""2021-09-23 13:42:36"""
"74,11,41,""2021-09-23 13:42:38"""
"74,11,41,""2021-09-23 13:42:38"""
"74,7,41,""2021-09-23 13:42:40"""
"74,7,41,""2021-09-23 13:42:40"""
"74,7,41,""2021-09-23 13:42:42"""
"74,7,41,""2021-09-23 13:42:42"""
"74,8,41,""2021-09-23 13:42:44"""
"74,8,41,""2021-09-23 13:42:44"""
"74,10,41,""2021-09-23 13:42:46"""
"74,10,41,""2021-09-23 13:42:46"""
"74,8,41,""2021-09-23 13:42:49"""
"74,8,41,""2021-09-23 13:42:49"""
"75,11,41,""2021-09-23 13:42:51"""
"75,11,41,""2021-09-23 13:42:51"""
